// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 0770102F
//  ProductCode: MTi-G-710-2A8G0
//  Firmware Version: 1.4.2
//  Hardware Version: 2.1.0
// Device settings: 
//  Filter Profile: General(1.18)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
//  GNSS Platform: Portable
// Coordinate system: ENU
PacketCounter UTC_Nano UTC_Year UTC_Month UTC_Day UTC_Hour UTC_Minute UTC_Second UTC_Valid Acc_X Acc_Y Acc_Z Gyr_X Gyr_Y Gyr_Z
36245 204400000 2022 2 2 14 37 42 55 0.074335 0.025936 9.462213 0.000814 -0.002728 -0.000408
36246 214400000 2022 2 2 14 37 42 55 0.069835 0.017320 9.473181 0.001399 -0.000629 -0.002700
36247 224400000 2022 2 2 14 37 42 55 0.075439 0.029068 9.454617 -0.001248 -0.000580 -0.005169
36248 234400000 2022 2 2 14 37 42 55 0.065761 0.036723 9.467507 -0.001174 0.000559 -0.001070
36249 244400000 2022 2 2 14 37 42 55 0.063406 0.031326 9.478888 0.000968 -0.001565 -0.004449
36250 254400000 2022 2 2 14 37 42 55 0.080042 0.028529 9.464177 -0.000026 -0.001986 -0.002196
36251 264400000 2022 2 2 14 37 42 55 0.063915 0.031833 9.474701 0.002107 -0.001578 -0.001303
36252 274400000 2022 2 2 14 37 42 55 0.079071 0.031198 9.475226 0.000921 -0.000002 -0.002172
36253 284400000 2022 2 2 14 37 42 55 0.070122 0.041883 9.467569 -0.000491 -0.001050 -0.000420
36254 294400000 2022 2 2 14 37 42 55 0.061236 0.039744 9.450336 -0.000104 0.002787 -0.001825
36255 304400000 2022 2 2 14 37 42 55 0.074213 0.015052 9.464073 0.000837 -0.002650 -0.002302
36256 314400000 2022 2 2 14 37 42 55 0.077762 0.040330 9.457353 0.001273 0.000315 -0.004134
36257 324400000 2022 2 2 14 37 42 55 0.066894 0.027147 9.473949 0.002874 -0.002138 -0.002120
36258 334400000 2022 2 2 14 37 42 55 0.072165 0.023264 9.465226 0.001866 0.000274 -0.003164
36259 344400000 2022 2 2 14 37 42 55 0.071330 0.024303 9.466364 -0.000253 0.002097 -0.003503
36260 354400000 2022 2 2 14 37 42 55 0.085660 0.018390 9.468386 0.001114 -0.001877 -0.004408
36261 364400000 2022 2 2 14 37 42 55 0.064102 0.050855 9.475926 0.003247 -0.003205 -0.004971
36262 374400000 2022 2 2 14 37 42 55 0.087560 0.021346 9.468027 -0.001120 -0.000894 -0.003813
36263 384400000 2022 2 2 14 37 42 55 0.070810 0.038659 9.474793 0.000270 -0.001494 -0.003128
36264 394400000 2022 2 2 14 37 42 55 0.072320 0.032573 9.468690 0.002174 -0.000698 -0.003981
36265 404400000 2022 2 2 14 37 42 55 0.058937 0.032365 9.462090 0.002624 0.000695 -0.003773
36266 414400000 2022 2 2 14 37 42 55 0.067032 0.031544 9.465591 0.002257 -0.001918 -0.004299
36267 424400000 2022 2 2 14 37 42 55 0.073905 0.029857 9.459939 0.000630 -0.000878 -0.000847
36268 434400000 2022 2 2 14 37 42 55 0.087513 0.038734 9.480287 -0.000489 -0.001036 -0.003100
36269 444400000 2022 2 2 14 37 42 55 0.077545 0.028319 9.477106 -0.002405 -0.001481 -0.003957
36270 454400000 2022 2 2 14 37 42 55 0.053604 0.047377 9.473144 0.001987 -0.000527 -0.003416
36271 464400000 2022 2 2 14 37 42 55 0.056641 0.031106 9.469679 0.001033 -0.001883 -0.003697
36272 474400000 2022 2 2 14 37 42 55 0.054278 0.028302 9.478024 0.001518 -0.002547 -0.002407
36273 484400000 2022 2 2 14 37 42 55 0.057449 0.036947 9.473901 0.001844 -0.001084 -0.003162
36274 494400000 2022 2 2 14 37 42 55 0.082951 0.025925 9.459627 0.000506 0.001561 -0.001140
36275 504400000 2022 2 2 14 37 42 55 0.067975 0.025481 9.470907 0.001012 0.000034 -0.003488
36276 514400000 2022 2 2 14 37 42 55 0.064297 0.043771 9.485799 0.001949 -0.002271 -0.002549
36277 524400000 2022 2 2 14 37 42 55 0.059959 0.024019 9.470826 0.000316 -0.000596 -0.001919
36278 534400000 2022 2 2 14 37 42 55 0.060903 0.035249 9.468976 0.000014 -0.000347 -0.003455
36279 544400000 2022 2 2 14 37 42 55 0.068493 0.010872 9.449908 -0.001267 0.000218 -0.004208
36280 554400000 2022 2 2 14 37 42 55 0.072519 0.041393 9.456539 -0.002681 -0.001106 -0.002210
36281 564400000 2022 2 2 14 37 42 55 0.087492 0.021523 9.466124 0.000379 -0.000387 -0.001346
36282 574400000 2022 2 2 14 37 42 55 0.066009 0.041701 9.479333 0.000493 0.001147 -0.002640
36283 584400000 2022 2 2 14 37 42 55 0.070712 0.029632 9.475133 -0.001977 -0.000266 -0.004639
36284 594400000 2022 2 2 14 37 42 55 0.063911 0.032028 9.469371 -0.000744 -0.000936 -0.002564
36285 604400000 2022 2 2 14 37 42 55 0.071146 0.029524 9.459909 0.001058 0.000061 -0.001490
36286 614400000 2022 2 2 14 37 42 55 0.077271 0.041229 9.469918 -0.001067 0.000565 -0.003532
36287 624400000 2022 2 2 14 37 42 55 0.082038 0.029123 9.455442 0.001651 -0.002441 -0.004084
36288 634400000 2022 2 2 14 37 42 55 0.073159 0.039687 9.466825 -0.002506 0.000475 -0.005537
36289 644400000 2022 2 2 14 37 42 55 0.073036 0.040128 9.470628 -0.000016 0.000916 -0.004603
36290 654400000 2022 2 2 14 37 42 55 0.068041 0.037213 9.472479 0.001042 0.000486 -0.003063
36291 664400000 2022 2 2 14 37 42 55 0.049626 0.032594 9.482947 0.000655 -0.000311 -0.003205
36292 674400000 2022 2 2 14 37 42 55 0.073781 0.036650 9.465296 -0.001401 0.000705 -0.002857
36293 684400000 2022 2 2 14 37 42 55 0.069328 0.031382 9.457235 -0.001318 -0.001905 -0.004522
36294 694400000 2022 2 2 14 37 42 55 0.062097 0.039130 9.475095 0.001315 -0.002824 -0.002910
36295 704400000 2022 2 2 14 37 42 55 0.070773 0.029936 9.454197 0.000905 0.002233 -0.004498
36296 714400000 2022 2 2 14 37 42 55 0.055768 0.035289 9.476926 0.000502 0.000138 -0.002848
36297 724400000 2022 2 2 14 37 42 55 0.080838 0.022273 9.480159 0.001523 0.000130 -0.001667
36298 734400000 2022 2 2 14 37 42 55 0.060711 0.044838 9.460637 -0.002958 -0.002183 -0.002243
36299 744400000 2022 2 2 14 37 42 55 0.062046 0.044603 9.470543 0.000742 -0.001293 -0.001236
36300 754400000 2022 2 2 14 37 42 55 0.073451 0.025138 9.467149 0.000347 -0.001567 -0.003522
36301 764400000 2022 2 2 14 37 42 55 0.065248 0.032315 9.482333 -0.000283 -0.000666 0.000153
36302 774400000 2022 2 2 14 37 42 55 0.073184 0.034439 9.464898 0.001770 -0.000910 -0.003198
36303 784400000 2022 2 2 14 37 42 55 0.084831 0.021677 9.456581 0.001245 0.000277 -0.002134
36304 794400000 2022 2 2 14 37 42 55 0.061956 0.033678 9.470884 0.000420 -0.000910 -0.001560
36305 804300000 2022 2 2 14 37 42 55 0.092876 0.019217 9.469983 0.003234 -0.002416 -0.002187
36306 814300000 2022 2 2 14 37 42 55 0.067300 0.045582 9.448512 -0.000563 -0.001639 -0.002095
36307 824300000 2022 2 2 14 37 42 55 0.078837 0.028562 9.461500 -0.000935 -0.001502 0.001117
36308 834300000 2022 2 2 14 37 42 55 0.066926 0.021735 9.468600 0.001695 -0.001808 -0.005049
36309 844300000 2022 2 2 14 37 42 55 0.077919 0.028845 9.474446 0.000184 -0.000450 -0.002705
36310 854300000 2022 2 2 14 37 42 55 0.066453 0.031291 9.479673 0.000382 -0.000143 -0.001705
36311 864300000 2022 2 2 14 37 42 55 0.056240 0.045057 9.465540 0.000459 0.001223 -0.002749
36312 874300000 2022 2 2 14 37 42 55 0.065079 0.037340 9.460264 0.001693 0.000897 -0.001242
36313 884300000 2022 2 2 14 37 42 55 0.062453 0.032942 9.463267 -0.001152 -0.001068 -0.004277
36314 894300000 2022 2 2 14 37 42 55 0.067120 0.026140 9.456811 0.002951 -0.003070 -0.004506
36315 904300000 2022 2 2 14 37 42 55 0.053060 0.042907 9.459790 0.001601 -0.003070 -0.002866
36316 914300000 2022 2 2 14 37 42 55 0.049683 0.033016 9.474195 0.001362 -0.001117 -0.002835
36317 924300000 2022 2 2 14 37 42 55 0.078373 0.012039 9.466763 0.001625 -0.001402 -0.001119
36318 934300000 2022 2 2 14 37 42 55 0.084347 0.028162 9.482117 0.004150 -0.001396 -0.005074
36319 944300000 2022 2 2 14 37 42 55 0.072572 0.028419 9.475149 -0.002028 -0.000577 -0.004203
36320 954300000 2022 2 2 14 37 42 55 0.072659 0.033114 9.472129 -0.001677 -0.002491 -0.005014
36321 964300000 2022 2 2 14 37 42 55 0.069607 0.030855 9.465614 -0.001831 -0.000200 -0.002882
36322 974300000 2022 2 2 14 37 42 55 0.064696 0.024214 9.463254 0.002767 -0.001748 -0.003040
36323 984300000 2022 2 2 14 37 42 55 0.057049 0.026469 9.466626 0.002010 -0.002088 -0.005147
36324 994300000 2022 2 2 14 37 42 55 0.071209 0.016817 9.481946 -0.000052 -0.001149 -0.001946
36325 4300000 2022 2 2 14 37 43 55 0.075780 0.022725 9.469442 -0.000373 -0.003026 -0.003221
36326 14300000 2022 2 2 14 37 43 55 0.070134 0.025913 9.457599 -0.002362 -0.002291 -0.002160
36327 24300000 2022 2 2 14 37 43 55 0.050481 0.046845 9.451781 0.000630 -0.001985 -0.003688
36328 34300000 2022 2 2 14 37 43 55 0.074829 0.022692 9.475532 0.001300 -0.000801 -0.003906
36329 44300000 2022 2 2 14 37 43 55 0.065947 0.028460 9.457192 0.002871 -0.002344 -0.002395
36330 54300000 2022 2 2 14 37 43 55 0.058164 0.027491 9.471960 -0.001392 -0.001953 -0.000124
36331 64300000 2022 2 2 14 37 43 55 0.071765 0.015459 9.463665 0.000822 0.000805 -0.003773
36332 74300000 2022 2 2 14 37 43 55 0.072706 0.027354 9.471343 -0.000593 -0.002931 -0.000479
36333 84300000 2022 2 2 14 37 43 55 0.070802 0.023938 9.465596 -0.000715 -0.002612 -0.002010
36334 94300000 2022 2 2 14 37 43 55 0.065457 0.023967 9.460214 -0.000166 -0.000941 -0.001374
36335 104300000 2022 2 2 14 37 43 55 0.073766 0.024227 9.468676 -0.001114 -0.002332 -0.001979
36336 114300000 2022 2 2 14 37 43 55 0.060835 0.033035 9.461728 0.000008 0.001013 -0.002098
36337 124300000 2022 2 2 14 37 43 55 0.058554 0.024146 9.460152 0.000314 -0.000698 -0.002481
36338 134300000 2022 2 2 14 37 43 55 0.076921 0.026828 9.478614 -0.001210 0.002901 -0.003250
36339 144300000 2022 2 2 14 37 43 55 0.077747 0.030921 9.465690 0.001614 -0.002268 -0.002326
36340 154300000 2022 2 2 14 37 43 55 0.066141 0.048255 9.487740 0.000968 -0.000983 -0.000339
36341 164300000 2022 2 2 14 37 43 55 0.059055 0.043024 9.474701 0.000627 -0.003093 -0.005435
36342 174300000 2022 2 2 14 37 43 55 0.067320 0.026308 9.468622 0.000270 -0.001669 -0.003906
36343 184300000 2022 2 2 14 37 43 55 0.070495 0.034659 9.461068 0.003866 -0.001233 -0.002716
36344 194300000 2022 2 2 14 37 43 55 0.076028 0.021931 9.466405 -0.000966 -0.000619 -0.003234
36345 204300000 2022 2 2 14 37 43 55 0.060983 0.029428 9.458670 -0.001908 -0.002573 -0.001304
36346 214300000 2022 2 2 14 37 43 55 0.092891 0.020010 9.456271 -0.000368 0.000356 -0.003022
36347 224300000 2022 2 2 14 37 43 55 0.075607 0.034550 9.451210 0.000141 -0.001909 -0.004796
36348 234300000 2022 2 2 14 37 43 55 0.064572 0.033996 9.478908 -0.000489 -0.001074 -0.003734
36349 244300000 2022 2 2 14 37 43 55 0.065477 0.025689 9.458700 0.000755 -0.000487 -0.003374
36350 254300000 2022 2 2 14 37 43 55 0.065279 0.036086 9.474353 0.001382 0.001427 -0.003204
36351 264300000 2022 2 2 14 37 43 55 0.063573 0.023329 9.477713 0.003421 0.001934 -0.000985
36352 274300000 2022 2 2 14 37 43 55 0.073050 0.021395 9.456470 0.000734 -0.001502 -0.001582
36353 284300000 2022 2 2 14 37 43 55 0.061738 0.015000 9.479568 -0.000510 -0.001114 -0.002302
36354 294300000 2022 2 2 14 37 43 55 0.070541 0.023882 9.477779 0.000933 -0.000066 -0.003624
36355 304300000 2022 2 2 14 37 43 55 0.062117 0.038830 9.461761 -0.000145 -0.000938 -0.002733
36356 314300000 2022 2 2 14 37 43 55 0.069334 0.015433 9.477355 0.000533 0.001179 -0.001311
36357 324300000 2022 2 2 14 37 43 55 0.077561 0.013898 9.471336 0.001437 -0.001777 -0.002939
36358 334300000 2022 2 2 14 37 43 55 0.041813 0.041212 9.473764 0.000273 -0.001841 -0.003835
36359 344300000 2022 2 2 14 37 43 55 0.082140 0.031432 9.474490 0.003691 -0.000225 -0.001082
36360 354300000 2022 2 2 14 37 43 55 0.087277 0.024439 9.456231 0.001793 -0.001442 -0.000225
36361 364300000 2022 2 2 14 37 43 55 0.067705 0.030430 9.467498 -0.002632 -0.001282 -0.001450
36362 374300000 2022 2 2 14 37 43 55 0.079147 0.025536 9.464548 0.001474 -0.000803 -0.003296
36363 384300000 2022 2 2 14 37 43 55 0.063640 0.043719 9.470936 -0.001669 -0.001800 -0.003232
36364 394300000 2022 2 2 14 37 43 55 0.059027 0.033398 9.463997 -0.001166 -0.002190 -0.003230
36365 404300000 2022 2 2 14 37 43 55 0.068576 0.037249 9.466773 0.000836 -0.001915 -0.003259
36366 414300000 2022 2 2 14 37 43 55 0.059202 0.020356 9.474235 -0.001742 -0.001452 -0.003589
36367 424300000 2022 2 2 14 37 43 55 0.067621 0.028190 9.464060 -0.000727 -0.000871 -0.002055
36368 434300000 2022 2 2 14 37 43 55 0.071897 0.036359 9.469841 -0.000566 -0.000654 -0.003449
36369 444300000 2022 2 2 14 37 43 55 0.079266 0.034640 9.468765 -0.000266 -0.001769 -0.003980
36370 454300000 2022 2 2 14 37 43 55 0.066137 0.020283 9.464397 0.002549 -0.001681 -0.003006
36371 464300000 2022 2 2 14 37 43 55 0.068048 0.034885 9.459139 0.001720 0.001527 -0.001949
36372 474300000 2022 2 2 14 37 43 55 0.074219 0.024014 9.458394 -0.000808 -0.000721 -0.004269
36373 484300000 2022 2 2 14 37 43 55 0.067782 0.039548 9.469440 0.002109 -0.000425 -0.003049
36374 494300000 2022 2 2 14 37 43 55 0.076349 0.037112 9.465706 0.001204 0.002326 -0.001206
36375 504300000 2022 2 2 14 37 43 55 0.066745 0.027005 9.473568 -0.000218 0.000284 -0.003450
36376 514300000 2022 2 2 14 37 43 55 0.071819 0.036302 9.473653 -0.000161 -0.000592 -0.001875
36377 524300000 2022 2 2 14 37 43 55 0.070426 0.024816 9.465600 0.001268 -0.002789 -0.002792
36378 534300000 2022 2 2 14 37 43 55 0.073174 0.022157 9.462181 0.003159 -0.001751 -0.003148
36379 544300000 2022 2 2 14 37 43 55 0.079991 0.042691 9.459291 0.002809 0.001246 -0.002696
36380 554300000 2022 2 2 14 37 43 55 0.065743 0.047594 9.459167 -0.001175 -0.002295 -0.002551
36381 564300000 2022 2 2 14 37 43 55 0.088567 0.021405 9.470325 0.000006 0.000706 -0.004307
36382 574300000 2022 2 2 14 37 43 55 0.079348 0.020443 9.472521 0.000662 0.000425 -0.004949
36383 584300000 2022 2 2 14 37 43 55 0.070409 0.019707 9.469001 0.000353 -0.001664 -0.004726
36384 594300000 2022 2 2 14 37 43 55 0.084144 0.022762 9.465721 0.000398 -0.001393 -0.002868
36385 604300000 2022 2 2 14 37 43 55 0.073987 0.036911 9.479390 -0.001068 0.001232 -0.004600
36386 614300000 2022 2 2 14 37 43 55 0.076500 0.023134 9.467170 -0.000792 -0.001985 -0.002014
36387 624300000 2022 2 2 14 37 43 55 0.060276 0.045378 9.461394 -0.001105 -0.001528 -0.002768
36388 634300000 2022 2 2 14 37 43 55 0.067409 0.044158 9.464882 0.001570 -0.000351 -0.002943
36389 644300000 2022 2 2 14 37 43 55 0.060073 0.046142 9.478529 0.001137 -0.000283 -0.002626
36390 654300000 2022 2 2 14 37 43 55 0.058883 0.036102 9.468198 0.000608 -0.000592 -0.003053
36391 664300000 2022 2 2 14 37 43 55 0.067060 0.031656 9.465208 -0.001888 -0.001691 -0.005802
36392 674300000 2022 2 2 14 37 43 55 0.056869 0.020629 9.471543 0.000853 -0.000479 -0.005300
36393 684300000 2022 2 2 14 37 43 55 0.078203 0.043735 9.457368 -0.001246 -0.000826 -0.003379
36394 694300000 2022 2 2 14 37 43 55 0.080703 0.027614 9.471417 -0.001587 -0.001212 -0.002056
36395 704300000 2022 2 2 14 37 43 55 0.068747 0.020116 9.468227 0.000319 -0.001316 -0.005013
36396 714300000 2022 2 2 14 37 43 55 0.058698 0.027846 9.481879 0.001546 0.001287 -0.002274
36397 724300000 2022 2 2 14 37 43 55 0.066428 0.030233 9.465958 0.000616 0.002858 -0.002994
36398 734300000 2022 2 2 14 37 43 55 0.064788 0.027528 9.459843 -0.000761 -0.001007 -0.002341
36399 744300000 2022 2 2 14 37 43 55 0.056062 0.051636 9.476610 -0.000024 -0.003685 -0.004612
36400 754300000 2022 2 2 14 37 43 55 0.055853 0.028719 9.469667 -0.000286 -0.001768 -0.005156
36401 764300000 2022 2 2 14 37 43 55 0.062338 0.033263 9.470881 0.000120 -0.000761 -0.003945
36402 774300000 2022 2 2 14 37 43 55 0.082903 0.018654 9.466837 -0.001328 -0.001762 -0.005050
36403 784300000 2022 2 2 14 37 43 55 0.079018 0.020849 9.475183 0.002277 -0.001192 -0.001722
36404 794300000 2022 2 2 14 37 43 55 0.061656 0.022238 9.451792 -0.000943 -0.000617 -0.004663
36405 804300000 2022 2 2 14 37 43 55 0.068000 0.025852 9.473196 0.000145 -0.000591 -0.003376
36406 814300000 2022 2 2 14 37 43 55 0.062070 0.029282 9.457536 0.001998 -0.000633 -0.002695
36407 824300000 2022 2 2 14 37 43 55 0.063868 0.027157 9.476204 0.002694 -0.002517 -0.002790
36408 834300000 2022 2 2 14 37 43 55 0.062472 0.038097 9.463289 0.000332 -0.001784 -0.000586
36409 844300000 2022 2 2 14 37 43 55 0.070395 0.046014 9.471011 -0.000643 -0.000038 -0.000808
36410 854300000 2022 2 2 14 37 43 55 0.065299 0.022346 9.464398 -0.001179 0.000114 -0.003630
36411 864300000 2022 2 2 14 37 43 55 0.066337 0.042678 9.464486 0.000625 -0.000248 -0.001948
36412 874300000 2022 2 2 14 37 43 55 0.071897 0.027375 9.470570 -0.000499 -0.000689 -0.003306
36413 884300000 2022 2 2 14 37 43 55 0.082576 0.016925 9.469870 0.001419 -0.001759 0.000990
36414 894300000 2022 2 2 14 37 43 55 0.057170 0.037703 9.455615 -0.000720 -0.000557 -0.002737
36415 904300000 2022 2 2 14 37 43 55 0.077446 0.037469 9.461141 0.000187 -0.001897 -0.003304
36416 914300000 2022 2 2 14 37 43 55 0.057525 0.031179 9.462072 0.000237 -0.000958 -0.002638
36417 924300000 2022 2 2 14 37 43 55 0.064765 0.038858 9.465975 0.001220 -0.000333 -0.001567
36418 934300000 2022 2 2 14 37 43 55 0.061399 0.021632 9.474640 0.001268 -0.000402 -0.002427
36419 944300000 2022 2 2 14 37 43 55 0.069720 0.021193 9.455295 -0.003168 -0.001330 -0.002002
36420 954300000 2022 2 2 14 37 43 55 0.052555 0.036243 9.462420 0.000870 -0.002630 -0.003449
36421 964300000 2022 2 2 14 37 43 55 0.067126 0.017434 9.470868 0.001313 -0.000406 -0.000675
36422 974300000 2022 2 2 14 37 43 55 0.069298 0.028510 9.477788 -0.000409 -0.003918 -0.000950
36423 984300000 2022 2 2 14 37 43 55 0.062345 0.030431 9.456020 0.002065 0.001123 -0.001357
36424 994300000 2022 2 2 14 37 43 55 0.071636 0.027772 9.475904 0.000192 0.002212 -0.001153
36425 4300000 2022 2 2 14 37 44 55 0.075210 0.019660 9.472092 -0.000042 -0.001442 -0.002923
36426 14300000 2022 2 2 14 37 44 55 0.059745 0.044123 9.474331 -0.000716 -0.000218 -0.003892
36427 24300000 2022 2 2 14 37 44 55 0.051943 0.020978 9.464266 -0.000557 0.000509 -0.003003
36428 34300000 2022 2 2 14 37 44 55 0.063681 0.036196 9.457963 0.001412 -0.000719 -0.002065
36429 44300000 2022 2 2 14 37 44 55 0.065933 0.052607 9.466045 -0.002500 0.001806 -0.002875
36430 54300000 2022 2 2 14 37 44 55 0.068803 0.025553 9.464442 0.001130 -0.000818 -0.002635
36431 64300000 2022 2 2 14 37 44 55 0.084605 0.034691 9.461579 -0.000672 -0.000912 -0.003998
36432 74300000 2022 2 2 14 37 44 55 0.063220 0.020385 9.479605 -0.000203 0.000127 -0.002540
36433 84300000 2022 2 2 14 37 44 55 0.072926 0.029204 9.475924 -0.001064 0.000620 -0.002790
36434 94300000 2022 2 2 14 37 44 55 0.058649 0.035681 9.465141 -0.000655 -0.001162 -0.002817
36435 104300000 2022 2 2 14 37 44 55 0.066206 0.039789 9.473613 -0.000817 -0.000956 -0.001393
36436 114300000 2022 2 2 14 37 44 55 0.081564 0.025011 9.461135 -0.001665 -0.001542 -0.002141
36437 124300000 2022 2 2 14 37 44 55 0.073226 0.017605 9.466735 -0.001377 0.000753 -0.001078
36438 134300000 2022 2 2 14 37 44 55 0.073552 0.044861 9.474844 0.001786 -0.000992 -0.003315
36439 144300000 2022 2 2 14 37 44 55 0.063749 0.026673 9.479252 0.001319 -0.001960 -0.005128
36440 154300000 2022 2 2 14 37 44 55 0.068138 0.034867 9.472852 0.001758 -0.001315 -0.001065
36441 164300000 2022 2 2 14 37 44 55 0.067584 0.026622 9.476240 -0.001136 -0.001576 -0.001641
36442 174300000 2022 2 2 14 37 44 55 0.082740 0.021851 9.480175 0.002745 -0.000543 -0.003027
36443 184300000 2022 2 2 14 37 44 55 0.083696 0.007428 9.482794 0.001414 0.000847 -0.000895
36444 194300000 2022 2 2 14 37 44 55 0.073673 0.029386 9.474792 0.001911 0.001096 -0.003214
36445 204300000 2022 2 2 14 37 44 55 0.061706 0.037151 9.470132 0.000285 -0.002350 -0.002741
36446 214300000 2022 2 2 14 37 44 55 0.080674 0.007979 9.467532 -0.001302 -0.003454 -0.003772
36447 224300000 2022 2 2 14 37 44 55 0.072674 0.029710 9.472114 0.000583 -0.002030 -0.003743
36448 234300000 2022 2 2 14 37 44 55 0.064698 0.042170 9.475133 0.000987 -0.001332 -0.004815
36449 244300000 2022 2 2 14 37 44 55 0.070333 0.027028 9.470551 0.000409 -0.001263 -0.004420
36450 254300000 2022 2 2 14 37 44 55 0.066087 0.023871 9.471265 -0.002789 -0.000803 -0.004004
36451 264300000 2022 2 2 14 37 44 55 0.055587 0.031966 9.475389 0.004049 -0.004036 -0.001902
36452 274300000 2022 2 2 14 37 44 55 0.075624 0.020966 9.462969 0.001778 0.000087 -0.003280
36453 284300000 2022 2 2 14 37 44 55 0.067485 0.024723 9.462899 -0.000251 -0.002794 -0.005166
36454 294300000 2022 2 2 14 37 44 55 0.046859 0.055804 9.479207 -0.001895 -0.002027 -0.002964
36455 304300000 2022 2 2 14 37 44 55 0.065769 0.024895 9.464033 0.002176 -0.002252 -0.002340
36456 314300000 2022 2 2 14 37 44 55 0.074522 0.006571 9.461377 0.000502 -0.002211 -0.003058
36457 324300000 2022 2 2 14 37 44 55 0.070632 0.023605 9.470925 0.000813 -0.001027 -0.002744
36458 334300000 2022 2 2 14 37 44 55 0.059535 0.025188 9.470444 0.000322 0.000608 -0.001827
36459 344300000 2022 2 2 14 37 44 55 0.073202 0.019237 9.476646 0.000477 -0.001021 -0.004352
36460 354300000 2022 2 2 14 37 44 55 0.055450 0.030812 9.471191 -0.002841 -0.001366 -0.002255
36461 364300000 2022 2 2 14 37 44 55 0.061068 0.035865 9.457170 0.001056 -0.002036 -0.004027
36462 374300000 2022 2 2 14 37 44 55 0.071278 0.035926 9.466796 0.000095 -0.002624 -0.004239
36463 384300000 2022 2 2 14 37 44 55 0.071466 0.031161 9.479725 0.000045 -0.001992 -0.003814
36464 394300000 2022 2 2 14 37 44 55 0.051118 0.044562 9.456350 0.001965 -0.001032 -0.003238
36465 404300000 2022 2 2 14 37 44 55 0.067110 0.025050 9.482323 -0.000209 0.000516 -0.004859
36466 414300000 2022 2 2 14 37 44 55 0.046643 0.031807 9.474911 -0.001199 -0.001056 -0.002395
36467 424300000 2022 2 2 14 37 44 55 0.058086 0.027425 9.477676 0.000084 -0.001717 -0.004062
36468 434300000 2022 2 2 14 37 44 55 0.084710 0.030381 9.458906 -0.001781 -0.002906 -0.000564
36469 444300000 2022 2 2 14 37 44 55 0.067393 0.034197 9.462562 0.000995 -0.000923 -0.003028
36470 454300000 2022 2 2 14 37 44 55 0.076941 0.034687 9.476748 0.001881 -0.002661 -0.003985
36471 464300000 2022 2 2 14 37 44 55 0.067454 0.026151 9.456051 0.001036 -0.002389 -0.002487
36472 474300000 2022 2 2 14 37 44 55 0.084668 0.029987 9.476040 0.000683 0.001309 -0.002506
36473 484300000 2022 2 2 14 37 44 55 0.061117 0.030904 9.480004 -0.001113 -0.001613 -0.003069
36474 494300000 2022 2 2 14 37 44 55 0.080544 0.011966 9.477070 0.003115 -0.002278 -0.005407
36475 504300000 2022 2 2 14 37 44 55 0.076157 0.036680 9.465699 -0.001406 0.000133 -0.003400
36476 514300000 2022 2 2 14 37 44 55 0.052473 0.030280 9.464305 -0.001053 -0.001431 -0.004781
36477 524300000 2022 2 2 14 37 44 55 0.056360 0.024506 9.457086 -0.001154 -0.001964 -0.002247
36478 534300000 2022 2 2 14 37 44 55 0.076125 0.034170 9.464542 0.003113 -0.000031 -0.001313
36479 544300000 2022 2 2 14 37 44 55 0.072817 0.015169 9.463676 0.001843 0.000741 -0.000892
36480 554300000 2022 2 2 14 37 44 55 0.060557 0.025445 9.454078 0.001414 -0.001829 -0.004202
36481 564300000 2022 2 2 14 37 44 55 0.059458 0.040080 9.454508 -0.000456 0.000334 -0.002218
36482 574300000 2022 2 2 14 37 44 55 0.063253 0.019114 9.462844 0.001929 0.002130 0.000245
36483 584300000 2022 2 2 14 37 44 55 0.069419 0.032952 9.464855 -0.000024 -0.003713 -0.000198
36484 594300000 2022 2 2 14 37 44 55 0.058587 0.037091 9.471248 -0.002832 -0.001634 -0.005251
36485 604300000 2022 2 2 14 37 44 55 0.065577 0.020286 9.479627 -0.001261 -0.000389 -0.003500
36486 614300000 2022 2 2 14 37 44 55 0.063278 0.035322 9.461379 0.000397 -0.001792 -0.003316
36487 624300000 2022 2 2 14 37 44 55 0.077611 0.036303 9.478663 0.002433 -0.001551 -0.003059
36488 634300000 2022 2 2 14 37 44 55 0.079928 0.021471 9.466821 -0.001094 -0.003288 -0.000811
36489 644300000 2022 2 2 14 37 44 55 0.074296 0.035224 9.465295 0.001092 -0.001097 -0.002280
36490 654300000 2022 2 2 14 37 44 55 0.068493 0.028683 9.464071 0.000303 0.000405 -0.002892
36491 664300000 2022 2 2 14 37 44 55 0.081490 0.025875 9.464945 0.001147 -0.001302 -0.003526
36492 674300000 2022 2 2 14 37 44 55 0.062470 0.022920 9.469702 0.001797 0.002665 -0.003579
36493 684300000 2022 2 2 14 37 44 55 0.063904 0.033009 9.462516 -0.000023 0.000228 -0.002503
36494 694300000 2022 2 2 14 37 44 55 0.061987 0.032055 9.475830 0.000460 -0.001365 -0.005565
36495 704300000 2022 2 2 14 37 44 55 0.073368 0.027276 9.470966 0.000167 -0.000744 -0.002782
36496 714300000 2022 2 2 14 37 44 55 0.065844 0.027563 9.469758 0.001498 -0.003085 -0.002055
